id,label,item_id,kind,course_id,section_index,section_slug,section_title,section_chunk_index,week,order,tags,source_path,metrics
12,1.6 Derivatives,week-1-kinematics-1-6-derivatives,lecture,8.01sc-fall-2016,6,week-1-kinematics,Week 1 Kinematics,0,1,12,,pages/week-1-kinematics/1-6-derivatives,
13,1.7 Worked Example - Derivatives in Kinematics,week-1-kinematics-1-7-worked-example-derivatives-in-kinematics,exam,8.01sc-fall-2016,6,week-1-kinematics,Week 1 Kinematics,4,1,13,,pages/week-1-kinematics/1-7-worked-example-derivatives-in-kinematics,
14,2.1 Introduction to Acceleration,week-1-kinematics-2-1-introduction-to-acceleration,lecture,8.01sc-fall-2016,6,week-1-kinematics,Week 1 Kinematics,1,1,14,,pages/week-1-kinematics/2-1-introduction-to-acceleration,
15,2.2 Acceleration in 1D,week-1-kinematics-2-2-acceleration-in-1d,lecture,8.01sc-fall-2016,6,week-1-kinematics,Week 1 Kinematics,1,1,15,,pages/week-1-kinematics/2-2-acceleration-in-1d,
16,2.3 Worked Example - Acceleration from Position,week-1-kinematics-2-3-worked-example-acceleration-from-position,exam,8.01sc-fall-2016,6,week-1-kinematics,Week 1 Kinematics,4,1,16,,pages/week-1-kinematics/2-3-worked-example-acceleration-from-position,
17,2.4 Integration,week-1-kinematics-2-4-integration,lecture,8.01sc-fall-2016,6,week-1-kinematics,Week 1 Kinematics,1,1,17,,pages/week-1-kinematics/2-4-integration,
18,2.5 List of Useful Integrals,week-1-kinematics-2-5-list-of-useful-integrals,concept,8.01sc-fall-2016,6,week-1-kinematics,Week 1 Kinematics,3,1,18,,pages/week-1-kinematics/2-5-list-of-useful-integrals,
19,3.1 Coordinate System and Position Vector in 2D,week-1-kinematics-3-1-coordinate-system-and-position-vector-in-2d,lecture,8.01sc-fall-2016,6,week-1-kinematics,Week 1 Kinematics,1,1,19,,pages/week-1-kinematics/3-1-coordinate-system-and-position-vector-in-2d,
20,3.2 Instantaneous Velocity in 2D,week-1-kinematics-3-2-instantaneous-velocity-in-2d,lecture,8.01sc-fall-2016,6,week-1-kinematics,Week 1 Kinematics,1,1,20,,pages/week-1-kinematics/3-2-instantaneous-velocity-in-2d,
21,3.3 Instantaneous Acceleration in 2D,week-1-kinematics-3-3-instantaneous-acceleration-in-2d,lecture,8.01sc-fall-2016,6,week-1-kinematics,Week 1 Kinematics,2,1,21,,pages/week-1-kinematics/3-3-instantaneous-acceleration-in-2d,
22,3.4 Projectile Motion,week-1-kinematics-3-4-projectile-motion,lecture,8.01sc-fall-2016,6,week-1-kinematics,Week 1 Kinematics,2,1,22,,pages/week-1-kinematics/3-4-projectile-motion,
23,3.5 Demos for Projectile Motion,week-1-kinematics-3-5-demos-for-projectile-motion,lecture,8.01sc-fall-2016,6,week-1-kinematics,Week 1 Kinematics,2,1,23,,pages/week-1-kinematics/3-5-demos-for-projectile-motion,
24,Problem Set 1,week-1-kinematics-problem-set-1,problem_set,8.01sc-fall-2016,6,week-1-kinematics,Week 1 Kinematics,3,1,24,,pages/week-1-kinematics/problem-set-1,
25,PS.1.2 Shooting the Apple,week-1-kinematics-ps-1-2-shooting-the-apple,lecture,8.01sc-fall-2016,6,week-1-kinematics,Week 1 Kinematics,2,1,25,,pages/week-1-kinematics/ps-1-2-shooting-the-apple,
26,PS.1.3 Worked Example: Braking Car,week-1-kinematics-ps-1-3-worked-example-braking-car,exam,8.01sc-fall-2016,6,week-1-kinematics,Week 1 Kinematics,4,1,26,,pages/week-1-kinematics/ps-1-3-worked-example-braking-car,
27,PS.1.4 Sketch the Motion,week-1-kinematics-ps-1-4-sketch-the-motion,lecture,8.01sc-fall-2016,6,week-1-kinematics,Week 1 Kinematics,2,1,27,,pages/week-1-kinematics/ps-1-4-sketch-the-motion,
28,PS.1.5 Worked Example: Pedestrian and Bike at Intersection,week-1-kinematics-ps-1-5-worked-example-pedestrian-and-bike-at-intersection,recitation,8.01sc-fall-2016,6,week-1-kinematics,Week 1 Kinematics,3,1,28,,pages/week-1-kinematics/ps-1-5-worked-example-pedestrian-and-bike-at-intersection,
29,PS.1.1 Three Questions Before Starting,week-1-kinematics-ps.1.1-three-questions-before-starting,exam,8.01sc-fall-2016,6,week-1-kinematics,Week 1 Kinematics,4,1,29,,pages/week-1-kinematics/ps.1.1-three-questions-before-starting,
30,Problem Set 1,week-1-kinematics-ps.1.1-three-questions-before-starting-problem-set-1,problem_set,8.01sc-fall-2016,6,week-1-kinematics,Week 1 Kinematics,3,1,30,,pages/week-1-kinematics/ps.1.1-three-questions-before-starting/problem-set-1,
31,Week 1 Introduction,week-1-kinematics-week-1-introduction,lecture,8.01sc-fall-2016,6,week-1-kinematics,Week 1 Kinematics,3,1,31,,pages/week-1-kinematics/week-1-introduction,
32,28.1 Rigid Bodies,week-10-rotational-motion-28-1-rigid-bodies,concept,8.01sc-fall-2016,7,week-10-rotational-motion,Week 10 Rotational Motion,3,10,32,,pages/week-10-rotational-motion/28-1-rigid-bodies,
33,28.2 Introduction to Translation and Rotation,week-10-rotational-motion-28-2-introduction-to-translation-and-rotation,lecture,8.01sc-fall-2016,7,week-10-rotational-motion,Week 10 Rotational Motion,0,10,33,,pages/week-10-rotational-motion/28-2-introduction-to-translation-and-rotation,
34,28.3 Review of Angular Velocity and Acceleration,week-10-rotational-motion-28-3-review-of-angular-velocity-and-acceleration,lecture,8.01sc-fall-2016,7,week-10-rotational-motion,Week 10 Rotational Motion,0,10,34,,pages/week-10-rotational-motion/28-3-review-of-angular-velocity-and-acceleration,
35,29.1 Kinetic Energy of Rotation,week-10-rotational-motion-29-1-kinetic-energy-of-rotation,lecture,8.01sc-fall-2016,7,week-10-rotational-motion,Week 10 Rotational Motion,0,10,35,,pages/week-10-rotational-motion/29-1-kinetic-energy-of-rotation,
36,29.2 Moment of Inertia of a Rod,week-10-rotational-motion-29-2-moment-of-inertia-of-a-rod,lecture,8.01sc-fall-2016,7,week-10-rotational-motion,Week 10 Rotational Motion,0,10,36,,pages/week-10-rotational-motion/29-2-moment-of-inertia-of-a-rod,
37,29.3 Moment of Inertia of a Disc,week-10-rotational-motion-29-3-moment-of-inertia-of-a-disc,lecture,8.01sc-fall-2016,7,week-10-rotational-motion,Week 10 Rotational Motion,0,10,37,,pages/week-10-rotational-motion/29-3-moment-of-inertia-of-a-disc,
38,29.4 Parallel Axis Theorem,week-10-rotational-motion-29-4-parallel-axis-theorem,lecture,8.01sc-fall-2016,7,week-10-rotational-motion,Week 10 Rotational Motion,1,10,38,,pages/week-10-rotational-motion/29-4-parallel-axis-theorem,
39,29.5 Moment of Inertia of a Sphere,week-10-rotational-motion-29-5-moment-of-inertia-of-a-sphere,lecture,8.01sc-fall-2016,7,week-10-rotational-motion,Week 10 Rotational Motion,1,10,39,,pages/week-10-rotational-motion/29-5-moment-of-inertia-of-a-sphere,
40,29.6 Derivation of the Parallel Axis Theorem,week-10-rotational-motion-29-6-derivation-of-the-parallel-axis-theorem,lecture,8.01sc-fall-2016,7,week-10-rotational-motion,Week 10 Rotational Motion,1,10,40,,pages/week-10-rotational-motion/29-6-derivation-of-the-parallel-axis-theorem,
41,30.1 Introduction to Torque and Rotational Dynamics,week-10-rotational-motion-30-1-introduction-to-torque-and-rotational-dynamics,lecture,8.01sc-fall-2016,7,week-10-rotational-motion,Week 10 Rotational Motion,1,10,41,,pages/week-10-rotational-motion/30-1-introduction-to-torque-and-rotational-dynamics,
42,30.2 Cross Product,week-10-rotational-motion-30-2-cross-product,lecture,8.01sc-fall-2016,7,week-10-rotational-motion,Week 10 Rotational Motion,1,10,42,,pages/week-10-rotational-motion/30-2-cross-product,
43,30.3 Cross Product in Cartesian Coordinates,week-10-rotational-motion-30-3-cross-product-in-cartesian-coordinates,lecture,8.01sc-fall-2016,7,week-10-rotational-motion,Week 10 Rotational Motion,2,10,43,,pages/week-10-rotational-motion/30-3-cross-product-in-cartesian-coordinates,
44,30.4 Torque,week-10-rotational-motion-30-4-torque,lecture,8.01sc-fall-2016,7,week-10-rotational-motion,Week 10 Rotational Motion,2,10,44,,pages/week-10-rotational-motion/30-4-torque,
45,30.5 Torque from Gravity,week-10-rotational-motion-30-5-torque-from-gravity,lecture,8.01sc-fall-2016,7,week-10-rotational-motion,Week 10 Rotational Motion,2,10,45,,pages/week-10-rotational-motion/30-5-torque-from-gravity,
46,31.1 Relationship between Torque and Angular Acceleration,week-10-rotational-motion-31-1-relationship-between-torque-and-angular-acceleration,lecture,8.01sc-fall-2016,7,week-10-rotational-motion,Week 10 Rotational Motion,2,10,46,,pages/week-10-rotational-motion/31-1-relationship-between-torque-and-angular-acceleration,
47,31.2 Internal Torques Cancel in Pairs,week-10-rotational-motion-31-2-internal-torques-cancel-in-pairs,lecture,8.01sc-fall-2016,7,week-10-rotational-motion,Week 10 Rotational Motion,2,10,47,,pages/week-10-rotational-motion/31-2-internal-torques-cancel-in-pairs,
48,31.3 Worked Example - Find the Moment of Inertia of a Disc from a Falling Mass,week-10-rotational-motion-31-3-worked-example-find-the-moment-of-inertia-of-a-disc-from-a-falling-mass,exam,8.01sc-fall-2016,7,week-10-rotational-motion,Week 10 Rotational Motion,4,10,48,,pages/week-10-rotational-motion/31-3-worked-example-find-the-moment-of-inertia-of-a-disc-from-a-falling-mass,
49,31.4 Worked Example - Atwood Machine,week-10-rotational-motion-31-4-worked-example-atwood-machine,exam,8.01sc-fall-2016,7,week-10-rotational-motion,Week 10 Rotational Motion,4,10,49,,pages/week-10-rotational-motion/31-4-worked-example-atwood-machine,
50,31.5 Massive Pulley Problems,week-10-rotational-motion-31-5-massive-pulley-problems,lecture,8.01sc-fall-2016,7,week-10-rotational-motion,Week 10 Rotational Motion,3,10,50,,pages/week-10-rotational-motion/31-5-massive-pulley-problems,
51,31.6 Non-Slip Condition,week-10-rotational-motion-31-6-non-slip-condition,exam,8.01sc-fall-2016,7,week-10-rotational-motion,Week 10 Rotational Motion,4,10,51,,pages/week-10-rotational-motion/31-6-non-slip-condition,
52,31.7 Worked Example - Two Blocks and a Pulley Using Energy,week-10-rotational-motion-31-7-worked-example-two-blocks-and-a-pulley-using-energy,exam,8.01sc-fall-2016,7,week-10-rotational-motion,Week 10 Rotational Motion,4,10,52,,pages/week-10-rotational-motion/31-7-worked-example-two-blocks-and-a-pulley-using-energy,
53,Problem Set 10,week-10-rotational-motion-problem-set-10,problem_set,8.01sc-fall-2016,7,week-10-rotational-motion,Week 10 Rotational Motion,3,10,53,,pages/week-10-rotational-motion/problem-set-10,
54,PS.10.1 Blocks and Massive Pulley,week-10-rotational-motion-ps-10-1-blocks-and-massive-pulley,lecture,8.01sc-fall-2016,7,week-10-rotational-motion,Week 10 Rotational Motion,3,10,54,,pages/week-10-rotational-motion/ps-10-1-blocks-and-massive-pulley,
55,Week 10 Introduction,week-10-rotational-motion-week-10-introduction,lecture,8.01sc-fall-2016,7,week-10-rotational-motion,Week 10 Rotational Motion,3,10,55,,pages/week-10-rotational-motion/week-10-introduction,
56,32.1 Angular Momentum for a Point Particle,week-11-angular-momentum-32-1-angular-momentum-for-a-point-particle,lecture,8.01sc-fall-2016,8,week-11-angular-momentum,Week 11 Angular Momentum,0,11,56,,pages/week-11-angular-momentum/32-1-angular-momentum-for-a-point-particle,
57,32.2 Calculating Angular Momentum,week-11-angular-momentum-32-2-calculating-angular-momentum,lecture,8.01sc-fall-2016,8,week-11-angular-momentum,Week 11 Angular Momentum,0,11,57,,pages/week-11-angular-momentum/32-2-calculating-angular-momentum,
58,32.3 Worked Example - Angular Momentum About Different Points,week-11-angular-momentum-32-3-worked-example-angular-momentum-about-different-points,exam,8.01sc-fall-2016,8,week-11-angular-momentum,Week 11 Angular Momentum,2,11,58,,pages/week-11-angular-momentum/32-3-worked-example-angular-momentum-about-different-points,
59,32.4 Angular Momentum of Circular Motion,week-11-angular-momentum-32-4-angular-momentum-of-circular-motion,lecture,8.01sc-fall-2016,8,week-11-angular-momentum,Week 11 Angular Momentum,0,11,59,,pages/week-11-angular-momentum/32-4-angular-momentum-of-circular-motion,
60,33.1 Worked Example - Angular Momentum of 2 Rotating Point Particles,week-11-angular-momentum-33-1-worked-example-angular-momentum-of-2-rotating-point-particles,exam,8.01sc-fall-2016,8,week-11-angular-momentum,Week 11 Angular Momentum,2,11,60,,pages/week-11-angular-momentum/33-1-worked-example-angular-momentum-of-2-rotating-point-particles,
61,33.2 Angular Momentum of a Symmetric Object,week-11-angular-momentum-33-2-angular-momentum-of-a-symmetric-object,lecture,8.01sc-fall-2016,8,week-11-angular-momentum,Week 11 Angular Momentum,0,11,61,,pages/week-11-angular-momentum/33-2-angular-momentum-of-a-symmetric-object,
62,33.3 Summary So Far,week-11-angular-momentum-33-3-summary-so-far,recitation,8.01sc-fall-2016,8,week-11-angular-momentum,Week 11 Angular Momentum,2,11,62,,pages/week-11-angular-momentum/33-3-summary-so-far,
63,33.4 If Momentum is Zero then Angular Momentum is Independent of Origin,week-11-angular-momentum-33-4-if-momentum-is-zero-then-angular-momentum-is-independent-of-origin,lecture,8.01sc-fall-2016,8,week-11-angular-momentum,Week 11 Angular Momentum,0,11,63,,pages/week-11-angular-momentum/33-4-if-momentum-is-zero-then-angular-momentum-is-independent-of-origin,
64,33.5 Kinetic Energy of a Symmetric Object,week-11-angular-momentum-33-5-kinetic-energy-of-a-symmetric-object,lecture,8.01sc-fall-2016,8,week-11-angular-momentum,Week 11 Angular Momentum,1,11,64,,pages/week-11-angular-momentum/33-5-kinetic-energy-of-a-symmetric-object,
65,34.1 Torque Causes Angular Momentum to Change - Point Particle,week-11-angular-momentum-34-1-torque-causes-angular-momentum-to-change-point-particle,lecture,8.01sc-fall-2016,8,week-11-angular-momentum,Week 11 Angular Momentum,1,11,65,,pages/week-11-angular-momentum/34-1-torque-causes-angular-momentum-to-change-point-particle,
66,34.2 Torque Causes Angular Momentum to Change - System of Particles,week-11-angular-momentum-34-2-torque-causes-angular-momentum-to-change-system-of-particles,lecture,8.01sc-fall-2016,8,week-11-angular-momentum,Week 11 Angular Momentum,1,11,66,,pages/week-11-angular-momentum/34-2-torque-causes-angular-momentum-to-change-system-of-particles,
67,34.3 Angular Impulse,week-11-angular-momentum-34-3-angular-impulse,lecture,8.01sc-fall-2016,8,week-11-angular-momentum,Week 11 Angular Momentum,1,11,67,,pages/week-11-angular-momentum/34-3-angular-impulse,
68,34.4 Demo: Bicycle Wheel,week-11-angular-momentum-34-4-demo-bicycle-wheel,lecture,8.01sc-fall-2016,8,week-11-angular-momentum,Week 11 Angular Momentum,1,11,68,,pages/week-11-angular-momentum/34-4-demo-bicycle-wheel,
69,34.5 Worked Example - Particle Hits Pivoted Ring,week-11-angular-momentum-34-5-worked-example-particle-hits-pivoted-ring,exam,8.01sc-fall-2016,8,week-11-angular-momentum,Week 11 Angular Momentum,3,11,69,,pages/week-11-angular-momentum/34-5-worked-example-particle-hits-pivoted-ring,
70,Problem Set 11,week-11-angular-momentum-problem-set-11,problem_set,8.01sc-fall-2016,8,week-11-angular-momentum,Week 11 Angular Momentum,2,11,70,,pages/week-11-angular-momentum/problem-set-11,
71,Week 11 Introduction,week-11-angular-momentum-week-11-introduction,lecture,8.01sc-fall-2016,8,week-11-angular-momentum,Week 11 Angular Momentum,2,11,71,,pages/week-11-angular-momentum/week-11-introduction,
72,35.1 Translation and Rotation of a Wheel,week-12-rotations-and-translation-rolling-35-1-translation-and-rotation-of-a-wheel,lecture,8.01sc-fall-2016,9,week-12-rotations-and-translation-rolling,Week 12 Rotations And Translation Rolling,0,12,72,,pages/week-12-rotations-and-translation-rolling/35-1-translation-and-rotation-of-a-wheel,
73,35.2 Rolling Wheel in the Center of Mass Frame,week-12-rotations-and-translation-rolling-35-2-rolling-wheel-in-the-center-of-mass-frame,lecture,8.01sc-fall-2016,9,week-12-rotations-and-translation-rolling,Week 12 Rotations And Translation Rolling,0,12,73,,pages/week-12-rotations-and-translation-rolling/35-2-rolling-wheel-in-the-center-of-mass-frame,
74,35.3 Rolling Wheel in the Ground Frame,week-12-rotations-and-translation-rolling-35-3-rolling-wheel-in-the-ground-frame,lecture,8.01sc-fall-2016,9,week-12-rotations-and-translation-rolling,Week 12 Rotations And Translation Rolling,0,12,74,,pages/week-12-rotations-and-translation-rolling/35-3-rolling-wheel-in-the-ground-frame,
75,35.4 Rolling Without Slipping, Slipping, and Skidding,week-12-rotations-and-translation-rolling-35-4-rolling-without-slipping-slipping-and-skidding,lecture,8.01sc-fall-2016,9,week-12-rotations-and-translation-rolling,Week 12 Rotations And Translation Rolling,0,12,75,,pages/week-12-rotations-and-translation-rolling/35-4-rolling-without-slipping-slipping-and-skidding,
76,35.5 Contact Point of a Wheel Rolling Without Slipping,week-12-rotations-and-translation-rolling-35-5-contact-point-of-a-wheel-rolling-without-slipping,lecture,8.01sc-fall-2016,9,week-12-rotations-and-translation-rolling,Week 12 Rotations And Translation Rolling,0,12,76,,pages/week-12-rotations-and-translation-rolling/35-5-contact-point-of-a-wheel-rolling-without-slipping,
77,36.1 Friction on a Rolling Wheel,week-12-rotations-and-translation-rolling-36-1-friction-on-a-rolling-wheel,lecture,8.01sc-fall-2016,9,week-12-rotations-and-translation-rolling,Week 12 Rotations And Translation Rolling,1,12,77,,pages/week-12-rotations-and-translation-rolling/36-1-friction-on-a-rolling-wheel,
78,36.2 Worked Example - Wheel Rolling Without Slipping Down Inclined Plane - Torque Method,week-12-rotations-and-translation-rolling-36-2-worked-example-wheel-rolling-without-slipping-down-inclined-plane-torque-method,exam,8.01sc-fall-2016,9,week-12-rotations-and-translation-rolling,Week 12 Rotations And Translation Rolling,3,12,78,,pages/week-12-rotations-and-translation-rolling/36-2-worked-example-wheel-rolling-without-slipping-down-inclined-plane-torque-method,
79,36.3 Spool Demo,week-12-rotations-and-translation-rolling-36-3-spool-demo,lecture,8.01sc-fall-2016,9,week-12-rotations-and-translation-rolling,Week 12 Rotations And Translation Rolling,1,12,79,,pages/week-12-rotations-and-translation-rolling/36-3-spool-demo,
80,36.4 Worked Example - Yoyo Pulled Along the Ground,week-12-rotations-and-translation-rolling-36-4-worked-example-yoyo-pulled-along-the-ground,exam,8.01sc-fall-2016,9,week-12-rotations-and-translation-rolling,Week 12 Rotations And Translation Rolling,3,12,80,,pages/week-12-rotations-and-translation-rolling/36-4-worked-example-yoyo-pulled-along-the-ground,
81,36.5 Analyze Force and Torque in Translation and Rotation Problems,week-12-rotations-and-translation-rolling-36-5-analyze-force-and-torque-in-translation-and-rotation-problems,lecture,8.01sc-fall-2016,9,week-12-rotations-and-translation-rolling,Week 12 Rotations And Translation Rolling,1,12,81,,pages/week-12-rotations-and-translation-rolling/36-5-analyze-force-and-torque-in-translation-and-rotation-problems,
82,37.1 Kinetic Energy of Translation and Rotation,week-12-rotations-and-translation-rolling-37-1-kinetic-energy-of-translation-and-rotation,lecture,8.01sc-fall-2016,9,week-12-rotations-and-translation-rolling,Week 12 Rotations And Translation Rolling,1,12,82,,pages/week-12-rotations-and-translation-rolling/37-1-kinetic-energy-of-translation-and-rotation,
83,37.2 Worked Example - Wheel Rolling Without Slipping Down Inclined Plane,week-12-rotations-and-translation-rolling-37-2-worked-example-wheel-rolling-without-slipping-down-inclined-plane,exam,8.01sc-fall-2016,9,week-12-rotations-and-translation-rolling,Week 12 Rotations And Translation Rolling,3,12,83,,pages/week-12-rotations-and-translation-rolling/37-2-worked-example-wheel-rolling-without-slipping-down-inclined-plane,
84,37.3 Angular Momentum of Translation and Rotation,week-12-rotations-and-translation-rolling-37-3-angular-momentum-of-translation-and-rotation,lecture,8.01sc-fall-2016,9,week-12-rotations-and-translation-rolling,Week 12 Rotations And Translation Rolling,1,12,84,,pages/week-12-rotations-and-translation-rolling/37-3-angular-momentum-of-translation-and-rotation,
85,37.4 Summary of Angular Momentum and Kinetic Energy,week-12-rotations-and-translation-rolling-37-4-summary-of-angular-momentum-and-kinetic-energy,concept,8.01sc-fall-2016,9,week-12-rotations-and-translation-rolling,Week 12 Rotations And Translation Rolling,2,12,85,,pages/week-12-rotations-and-translation-rolling/37-4-summary-of-angular-momentum-and-kinetic-energy,
86,DD.3.1 Gyroscopes 1 - Free Body Diagrams, Torque, and Rotating Vectors,week-12-rotations-and-translation-rolling-dd-3-1-gyroscopes-1-free-body-diagrams-torque-and-rotating-vectors,lecture,8.01sc-fall-2016,9,week-12-rotations-and-translation-rolling,Week 12 Rotations And Translation Rolling,2,12,86,,pages/week-12-rotations-and-translation-rolling/dd-3-1-gyroscopes-1-free-body-diagrams-torque-and-rotating-vectors,
87,DD.3.2 Gyroscopes 2 - Precessional Angular Velocity and Titled Gyroscopes,week-12-rotations-and-translation-rolling-dd-3-2-gyroscopes-2-precessional-angular-velocity-and-titled-gyroscopes,lecture,8.01sc-fall-2016,9,week-12-rotations-and-translation-rolling,Week 12 Rotations And Translation Rolling,2,12,87,,pages/week-12-rotations-and-translation-rolling/dd-3-2-gyroscopes-2-precessional-angular-velocity-and-titled-gyroscopes,
88,DD.3.3 Gyroscopes 3 - Nutation and Total Angular Momentum,week-12-rotations-and-translation-rolling-dd-3-3-gyroscopes-3-nutation-and-total-angular-momentum,lecture,8.01sc-fall-2016,9,week-12-rotations-and-translation-rolling,Week 12 Rotations And Translation Rolling,2,12,88,,pages/week-12-rotations-and-translation-rolling/dd-3-3-gyroscopes-3-nutation-and-total-angular-momentum,
89,Problem Set 12,week-12-rotations-and-translation-rolling-problem-set-12,problem_set,8.01sc-fall-2016,9,week-12-rotations-and-translation-rolling,Week 12 Rotations And Translation Rolling,3,12,89,,pages/week-12-rotations-and-translation-rolling/problem-set-12,
90,Week 12 Introduction,week-12-rotations-and-translation-rolling-week-12-introduction,lecture,8.01sc-fall-2016,9,week-12-rotations-and-translation-rolling,Week 12 Rotations And Translation Rolling,2,12,90,,pages/week-12-rotations-and-translation-rolling/week-12-introduction,
91,4.1 Newton's First and Second Laws,week-2-newtons-laws-4-1-newtons-first-and-second-laws,lecture,8.01sc-fall-2016,10,week-2-newtons-laws,Week 2 Newtons Laws,0,2,91,,pages/week-2-newtons-laws/4-1-newtons-first-and-second-laws,
92,4.2 Newton's Third Law,week-2-newtons-laws-4-2-newtons-third-law,lecture,8.01sc-fall-2016,10,week-2-newtons-laws,Week 2 Newtons Laws,0,2,92,,pages/week-2-newtons-laws/4-2-newtons-third-law,
93,4.3 Reference Frames,week-2-newtons-laws-4-3-reference-frames,lecture,8.01sc-fall-2016,10,week-2-newtons-laws,Week 2 Newtons Laws,0,2,93,,pages/week-2-newtons-laws/4-3-reference-frames,
94,4.4 Non-inertial Reference Frames,week-2-newtons-laws-4-4-non-inertial-reference-frames,lecture,8.01sc-fall-2016,10,week-2-newtons-laws,Week 2 Newtons Laws,0,2,94,,pages/week-2-newtons-laws/4-4-non-inertial-reference-frames,
95,5.1 Universal Law of Gravitation,week-2-newtons-laws-5-1-universal-law-of-gravitation,lecture,8.01sc-fall-2016,10,week-2-newtons-laws,Week 2 Newtons Laws,0,2,95,,pages/week-2-newtons-laws/5-1-universal-law-of-gravitation,
96,5.2 Worked Example: Gravity Superposition,week-2-newtons-laws-5-2-worked-example-gravity-superposition,exam,8.01sc-fall-2016,10,week-2-newtons-laws,Week 2 Newtons Laws,3,2,96,,pages/week-2-newtons-laws/5-2-worked-example-gravity-superposition,
97,5.3 Gravity at the surface of the Earth: The value of g.,week-2-newtons-laws-5-3-gravity-at-the-surface-of-the-earth-the-value-of-g,lecture,8.01sc-fall-2016,10,week-2-newtons-laws,Week 2 Newtons Laws,1,2,97,,pages/week-2-newtons-laws/5-3-gravity-at-the-surface-of-the-earth-the-value-of-g,
98,6.1 Contact Forces,week-2-newtons-laws-6-1-contact-forces,lecture,8.01sc-fall-2016,10,week-2-newtons-laws,Week 2 Newtons Laws,1,2,98,,pages/week-2-newtons-laws/6-1-contact-forces,
99,6.2 Static Friction Lesson,week-2-newtons-laws-6-2-static-friction-lesson,lecture,8.01sc-fall-2016,10,week-2-newtons-laws,Week 2 Newtons Laws,1,2,99,,pages/week-2-newtons-laws/6-2-static-friction-lesson,
100,7.1 Pushing Pulling and Tension,week-2-newtons-laws-7-1-pushing-pulling-and-tension,lecture,8.01sc-fall-2016,10,week-2-newtons-laws,Week 2 Newtons Laws,1,2,100,,pages/week-2-newtons-laws/7-1-pushing-pulling-and-tension,
101,7.2 Ideal Rope,week-2-newtons-laws-7-2-ideal-rope,lecture,8.01sc-fall-2016,10,week-2-newtons-laws,Week 2 Newtons Laws,1,2,101,,pages/week-2-newtons-laws/7-2-ideal-rope,
102,7.3 Solving Pulley Systems,week-2-newtons-laws-7-3-solving-pulley-systems,lecture,8.01sc-fall-2016,10,week-2-newtons-laws,Week 2 Newtons Laws,2,2,102,,pages/week-2-newtons-laws/7-3-solving-pulley-systems,
103,7.4 Hooke's Law,week-2-newtons-laws-7-4-hookes-law,lecture,8.01sc-fall-2016,10,week-2-newtons-laws,Week 2 Newtons Laws,2,2,103,,pages/week-2-newtons-laws/7-4-hookes-law,
