id,label,item_id,kind,course_id,section_index,section_slug,section_title,section_chunk_index,week,order,tags,source_path,metrics
51,Session 38: Integration by Substitution,unit-2-applications-of-differentiation-part-c-mean-value-theorem-antiderivatives-and-differential-equations-session-38-integration-by-substitution,recitation,18.01sc-fall-2010,4,unit-2-applications-of-differentiation,2. Applications of Differentiation,3,38,51,,pages/unit-2-applications-of-differentiation/part-c-mean-value-theorem-antiderivatives-and-differential-equations/session-38-integration-by-substitution,
52,Session 39: Introduction to Differential Equations,unit-2-applications-of-differentiation-part-c-mean-value-theorem-antiderivatives-and-differential-equations-session-39-introduction-to-differential-equations,exam,18.01sc-fall-2010,4,unit-2-applications-of-differentiation,2. Applications of Differentiation,5,39,52,,pages/unit-2-applications-of-differentiation/part-c-mean-value-theorem-antiderivatives-and-differential-equations/session-39-introduction-to-differential-equations,
53,Session 40: Separation of Variables,unit-2-applications-of-differentiation-part-c-mean-value-theorem-antiderivatives-and-differential-equations-session-40-separation-of-variables,recitation,18.01sc-fall-2010,4,unit-2-applications-of-differentiation,2. Applications of Differentiation,3,40,53,,pages/unit-2-applications-of-differentiation/part-c-mean-value-theorem-antiderivatives-and-differential-equations/session-40-separation-of-variables,
54,Exam 3,unit-3-the-definite-integral-and-its-applications-exam-3,exam,18.01sc-fall-2010,5,unit-3-the-definite-integral-and-its-applications,3. The Definite Integral and its Applications,3,3,54,,pages/unit-3-the-definite-integral-and-its-applications/exam-3,
55,Session 67: Materials for Exam 3,unit-3-the-definite-integral-and-its-applications-exam-3-materials-for-exam-3,exam,18.01sc-fall-2010,5,unit-3-the-definite-integral-and-its-applications,3. The Definite Integral and its Applications,4,67,55,,pages/unit-3-the-definite-integral-and-its-applications/exam-3/materials-for-exam-3,
56,Session 66: Review for Exam 3,unit-3-the-definite-integral-and-its-applications-exam-3-review-for-exam-3,exam,18.01sc-fall-2010,5,unit-3-the-definite-integral-and-its-applications,3. The Definite Integral and its Applications,4,66,56,,pages/unit-3-the-definite-integral-and-its-applications/exam-3/review-for-exam-3,
57,Part A: Definition of the Definite Integral and First Fundamental Theorem,unit-3-the-definite-integral-and-its-applications-part-a-definition-of-the-definite-integral-and-first-fundamental-theorem,problem_set,18.01sc-fall-2010,5,unit-3-the-definite-integral-and-its-applications,3. The Definite Integral and its Applications,3,3,57,,pages/unit-3-the-definite-integral-and-its-applications/part-a-definition-of-the-definite-integral-and-first-fundamental-theorem,
58,Problem Set 6,unit-3-the-definite-integral-and-its-applications-part-a-definition-of-the-definite-integral-and-first-fundamental-theorem-problem-set-6,recitation,18.01sc-fall-2010,5,unit-3-the-definite-integral-and-its-applications,3. The Definite Integral and its Applications,0,3,58,,pages/unit-3-the-definite-integral-and-its-applications/part-a-definition-of-the-definite-integral-and-first-fundamental-theorem/problem-set-6,
59,Session 43: Definite Integrals,unit-3-the-definite-integral-and-its-applications-part-a-definition-of-the-definite-integral-and-first-fundamental-theorem-session-43-definite-integrals,exam,18.01sc-fall-2010,5,unit-3-the-definite-integral-and-its-applications,3. The Definite Integral and its Applications,4,43,59,,pages/unit-3-the-definite-integral-and-its-applications/part-a-definition-of-the-definite-integral-and-first-fundamental-theorem/session-43-definite-integrals,
60,Session 44: Adding Areas of Rectangles,unit-3-the-definite-integral-and-its-applications-part-a-definition-of-the-definite-integral-and-first-fundamental-theorem-session-44-adding-areas-of-rectangles,recitation,18.01sc-fall-2010,5,unit-3-the-definite-integral-and-its-applications,3. The Definite Integral and its Applications,0,44,60,,pages/unit-3-the-definite-integral-and-its-applications/part-a-definition-of-the-definite-integral-and-first-fundamental-theorem/session-44-adding-areas-of-rectangles,
61,Session 45: Some Easy Integrals,unit-3-the-definite-integral-and-its-applications-part-a-definition-of-the-definite-integral-and-first-fundamental-theorem-session-45-some-easy-integrals,exam,18.01sc-fall-2010,5,unit-3-the-definite-integral-and-its-applications,3. The Definite Integral and its Applications,4,45,61,,pages/unit-3-the-definite-integral-and-its-applications/part-a-definition-of-the-definite-integral-and-first-fundamental-theorem/session-45-some-easy-integrals,
62,Session 46: Riemann Sums,unit-3-the-definite-integral-and-its-applications-part-a-definition-of-the-definite-integral-and-first-fundamental-theorem-session-46-riemann-sums,recitation,18.01sc-fall-2010,5,unit-3-the-definite-integral-and-its-applications,3. The Definite Integral and its Applications,1,46,62,,pages/unit-3-the-definite-integral-and-its-applications/part-a-definition-of-the-definite-integral-and-first-fundamental-theorem/session-46-riemann-sums,
63,Session 47: Introduction of the Fundamental Theorem of Calculus,unit-3-the-definite-integral-and-its-applications-part-a-definition-of-the-definite-integral-and-first-fundamental-theorem-session-47-introduction-of-the-fundamental-theorem-of-calculus,recitation,18.01sc-fall-2010,5,unit-3-the-definite-integral-and-its-applications,3. The Definite Integral and its Applications,1,47,63,,pages/unit-3-the-definite-integral-and-its-applications/part-a-definition-of-the-definite-integral-and-first-fundamental-theorem/session-47-introduction-of-the-fundamental-theorem-of-calculus,
64,Session 48: The Fundamental Theorem of Calculus,unit-3-the-definite-integral-and-its-applications-part-a-definition-of-the-definite-integral-and-first-fundamental-theorem-session-48-the-fundamental-theorem-of-calculus,exam,18.01sc-fall-2010,5,unit-3-the-definite-integral-and-its-applications,3. The Definite Integral and its Applications,4,48,64,,pages/unit-3-the-definite-integral-and-its-applications/part-a-definition-of-the-definite-integral-and-first-fundamental-theorem/session-48-the-fundamental-theorem-of-calculus,
65,Session 49: Applications of the Fundamental Theorem of Calculus,unit-3-the-definite-integral-and-its-applications-part-a-definition-of-the-definite-integral-and-first-fundamental-theorem-session-49-applications-of-the-fundamental-theorem-of-calculus,recitation,18.01sc-fall-2010,5,unit-3-the-definite-integral-and-its-applications,3. The Definite Integral and its Applications,1,49,65,,pages/unit-3-the-definite-integral-and-its-applications/part-a-definition-of-the-definite-integral-and-first-fundamental-theorem/session-49-applications-of-the-fundamental-theorem-of-calculus,
66,Session 50: Combining the Fundamental Theorem and the Mean Value Theorem,unit-3-the-definite-integral-and-its-applications-part-a-definition-of-the-definite-integral-and-first-fundamental-theorem-session-50-combining-the-fundamental-theorem-and-the-mean-value-theorem,exam,18.01sc-fall-2010,5,unit-3-the-definite-integral-and-its-applications,3. The Definite Integral and its Applications,5,50,66,,pages/unit-3-the-definite-integral-and-its-applications/part-a-definition-of-the-definite-integral-and-first-fundamental-theorem/session-50-combining-the-fundamental-theorem-and-the-mean-value-theorem,
67,Part B: Second Fundamental Theorem, Areas, Volumes,unit-3-the-definite-integral-and-its-applications-part-b-second-fundamental-theorem-areas-volumes,problem_set,18.01sc-fall-2010,5,unit-3-the-definite-integral-and-its-applications,3. The Definite Integral and its Applications,3,3,67,,pages/unit-3-the-definite-integral-and-its-applications/part-b-second-fundamental-theorem-areas-volumes,
68,Problem Set 7,unit-3-the-definite-integral-and-its-applications-part-b-second-fundamental-theorem-areas-volumes-problem-set-7,recitation,18.01sc-fall-2010,5,unit-3-the-definite-integral-and-its-applications,3. The Definite Integral and its Applications,1,3,68,,pages/unit-3-the-definite-integral-and-its-applications/part-b-second-fundamental-theorem-areas-volumes/problem-set-7,
69,Session 51: The Second Fundamental Theorem of Calculus,unit-3-the-definite-integral-and-its-applications-part-b-second-fundamental-theorem-areas-volumes-session-51-the-second-fundamental-theorem-of-calculus,recitation,18.01sc-fall-2010,5,unit-3-the-definite-integral-and-its-applications,3. The Definite Integral and its Applications,1,51,69,,pages/unit-3-the-definite-integral-and-its-applications/part-b-second-fundamental-theorem-areas-volumes/session-51-the-second-fundamental-theorem-of-calculus,
70,Session 52: Proving the Fundamental Theorem of Calculus,unit-3-the-definite-integral-and-its-applications-part-b-second-fundamental-theorem-areas-volumes-session-52-proving-the-fundamental-theorem-of-calculus,lecture,18.01sc-fall-2010,5,unit-3-the-definite-integral-and-its-applications,3. The Definite Integral and its Applications,0,52,70,,pages/unit-3-the-definite-integral-and-its-applications/part-b-second-fundamental-theorem-areas-volumes/session-52-proving-the-fundamental-theorem-of-calculus,
71,Session 53: New Functions From Old,unit-3-the-definite-integral-and-its-applications-part-b-second-fundamental-theorem-areas-volumes-session-53-new-functions-from-old,lecture,18.01sc-fall-2010,5,unit-3-the-definite-integral-and-its-applications,3. The Definite Integral and its Applications,0,53,71,,pages/unit-3-the-definite-integral-and-its-applications/part-b-second-fundamental-theorem-areas-volumes/session-53-new-functions-from-old,
72,Session 54: The Second Fundamental Theorem and ln(x),unit-3-the-definite-integral-and-its-applications-part-b-second-fundamental-theorem-areas-volumes-session-54-the-second-fundamental-theorem-and-ln-x,exam,18.01sc-fall-2010,5,unit-3-the-definite-integral-and-its-applications,3. The Definite Integral and its Applications,5,54,72,,pages/unit-3-the-definite-integral-and-its-applications/part-b-second-fundamental-theorem-areas-volumes/session-54-the-second-fundamental-theorem-and-ln-x,
73,Session 55: Creating New Functions Using the Second Fundamental Theorem,unit-3-the-definite-integral-and-its-applications-part-b-second-fundamental-theorem-areas-volumes-session-55-creating-new-functions-using-the-second-fundamental-theorem,exam,18.01sc-fall-2010,5,unit-3-the-definite-integral-and-its-applications,3. The Definite Integral and its Applications,5,55,73,,pages/unit-3-the-definite-integral-and-its-applications/part-b-second-fundamental-theorem-areas-volumes/session-55-creating-new-functions-using-the-second-fundamental-theorem,
74,Session 56: Geometric Interpretation of Definite Integrals,unit-3-the-definite-integral-and-its-applications-part-b-second-fundamental-theorem-areas-volumes-session-56-geometric-interpretation-of-definite-integrals,recitation,18.01sc-fall-2010,5,unit-3-the-definite-integral-and-its-applications,3. The Definite Integral and its Applications,2,56,74,,pages/unit-3-the-definite-integral-and-its-applications/part-b-second-fundamental-theorem-areas-volumes/session-56-geometric-interpretation-of-definite-integrals,
75,Session 57: How to Calculate Volumes,unit-3-the-definite-integral-and-its-applications-part-b-second-fundamental-theorem-areas-volumes-session-57-how-to-calculate-volumes,exam,18.01sc-fall-2010,5,unit-3-the-definite-integral-and-its-applications,3. The Definite Integral and its Applications,5,57,75,,pages/unit-3-the-definite-integral-and-its-applications/part-b-second-fundamental-theorem-areas-volumes/session-57-how-to-calculate-volumes,
76,Session 58: Volume of a Sphere, Revolving About x-axis,unit-3-the-definite-integral-and-its-applications-part-b-second-fundamental-theorem-areas-volumes-session-58-volume-of-a-sphere-revolving-about-x-axis,exam,18.01sc-fall-2010,5,unit-3-the-definite-integral-and-its-applications,3. The Definite Integral and its Applications,5,58,76,,pages/unit-3-the-definite-integral-and-its-applications/part-b-second-fundamental-theorem-areas-volumes/session-58-volume-of-a-sphere-revolving-about-x-axis,
77,Session 59: Volume of a Parabaloid, Revolving About y-axis,unit-3-the-definite-integral-and-its-applications-part-b-second-fundamental-theorem-areas-volumes-session-59-volume-of-a-parabaloid-revolving-about-y-axis,recitation,18.01sc-fall-2010,5,unit-3-the-definite-integral-and-its-applications,3. The Definite Integral and its Applications,2,59,77,,pages/unit-3-the-definite-integral-and-its-applications/part-b-second-fundamental-theorem-areas-volumes/session-59-volume-of-a-parabaloid-revolving-about-y-axis,
78,Part C: Average Value, Probability and Numerical Integration,unit-3-the-definite-integral-and-its-applications-part-c-average-value-probability-and-numerical-integration,problem_set,18.01sc-fall-2010,5,unit-3-the-definite-integral-and-its-applications,3. The Definite Integral and its Applications,3,3,78,,pages/unit-3-the-definite-integral-and-its-applications/part-c-average-value-probability-and-numerical-integration,
79,Problem Set 8,unit-3-the-definite-integral-and-its-applications-part-c-average-value-probability-and-numerical-integration-problem-set-8,recitation,18.01sc-fall-2010,5,unit-3-the-definite-integral-and-its-applications,3. The Definite Integral and its Applications,2,3,79,,pages/unit-3-the-definite-integral-and-its-applications/part-c-average-value-probability-and-numerical-integration/problem-set-8,
80,Session 60: Integrals and Averages,unit-3-the-definite-integral-and-its-applications-part-c-average-value-probability-and-numerical-integration-session-60-integrals-and-averages,recitation,18.01sc-fall-2010,5,unit-3-the-definite-integral-and-its-applications,3. The Definite Integral and its Applications,2,60,80,,pages/unit-3-the-definite-integral-and-its-applications/part-c-average-value-probability-and-numerical-integration/session-60-integrals-and-averages,
81,Session 61: Integrals and Weighted Averages,unit-3-the-definite-integral-and-its-applications-part-c-average-value-probability-and-numerical-integration-session-61-integrals-and-weighted-averages,exam,18.01sc-fall-2010,5,unit-3-the-definite-integral-and-its-applications,3. The Definite Integral and its Applications,6,61,81,,pages/unit-3-the-definite-integral-and-its-applications/part-c-average-value-probability-and-numerical-integration/session-61-integrals-and-weighted-averages,
